序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3196,601528,瑞丰银行,5.37,0,0,177480,95453028,0.93,5.4,5.35,5.36,5.37,1.2,1.04,5.48,0.59,10536806691,9158224652,-0.19,-0.19,-9.44,-4.62
966,2997,瑞鹄模具,46.97,1.98,0.91,128369,604790831.5,6.27,48.49,45.6,46.6,46.06,1.06,6.13,29.19,4.76,9831822635,9831822635,0,0.13,19.67,35.56
2773,2620,瑞和股份,3.92,0.26,0.01,120915,47317987.5,2.05,3.95,3.87,3.9,3.91,0.86,3.84,-10.24,12.03,1479776480,1235151550,0,0,-11.31,-12.69
4139,2589,瑞康医药,3.05,-0.65,-0.02,233503,71430625,1.3,3.08,3.04,3.07,3.07,0.67,1.71,88.7,0.84,4589366937,4165054221,0,-0.33,-13.84,2.69
2909,300154,瑞凌股份,10.88,0.18,0.02,96342,103957110.3,2.67,10.94,10.65,10.82,10.86,0.57,3.06,25.65,2.78,4891160587,3430512427,0.09,0.37,5.84,-0.73
1828,2976,瑞玛精密,23.25,0.91,0.21,24645,57120287.99,1.87,23.41,22.98,23.2,23.04,0.61,3.78,-374.88,3.48,2817237375,1515815719,-0.17,-0.09,-10.89,6.31
1817,600180,瑞茂通,4.38,0.92,0.04,95657,41868445,1.84,4.41,4.33,4.34,4.34,1.04,0.88,28.49,0.61,4759428292,4759428292,0,0,-15.28,1.86
2092,301129,瑞纳智能,24.28,0.71,0.17,14190,34336219,2.2,24.37,23.84,24.2,24.11,0.6,3.95,-63.3,2.05,3304080672,871778256,0,0.08,-13.78,-12.19
1922,300119,瑞普生物,18.18,0.83,0.15,67329,121545243,2.22,18.25,17.85,18.22,18.03,0.8,2.01,25.95,1.86,8469114931,6089978232,-0.11,0.17,-11.7,-1.03
4921,603803,瑞斯康达,11.61,-1.69,-0.2,161430,188925663,3.05,11.95,11.59,11.9,11.81,0.73,3.8,-57.46,2.96,4983395792,4932898097,0,0,32.23,21.7
893,2066,瑞泰科技,10.95,2.15,0.23,63815,69868623,2.99,11.09,10.77,10.81,10.72,1.87,2.76,40.75,3.5,2529450000,2529450000,0,0,-8.21,-3.35
1864,301238,瑞泰新材,20.52,0.88,0.18,136844,280606246.3,3.39,20.79,20.1,20.38,20.34,0.74,6.41,75.5,2.09,15047999316,4377599316,0.05,-0.15,18.13,31.03
3547,603893,瑞芯微,163.25,-0.21,-0.35,63250,1034245440,1.83,165,162.01,164.48,163.6,0.6,1.51,145.83,20.7,68385686363,68351811988,-0.04,0.03,78.12,48.67
1204,603933,睿能科技,17.16,1.6,0.27,41706,71049206,2.25,17.17,16.79,16.95,16.89,1.03,2.01,44.1,2.71,3561464907,3561464907,0,0.06,-0.17,10.42
4258,300149,睿智医药,6.56,-0.76,-0.05,65414,43069111,1.97,6.67,6.54,6.6,6.61,0.64,1.32,-39.73,2.39,3266643788,3260873736,-0.3,-0.15,-16.86,2.18
2731,2440,闰土股份,6.93,0.29,0.02,34323,23817340,0.87,6.97,6.91,6.92,6.91,0.82,0.36,38.7,0.83,7789319342,6558270836,0,0.14,-0.72,3.28
410,2483,润邦股份,7.12,3.79,0.26,370127,262324787.6,3.35,7.18,6.95,6.99,6.86,1.73,4.18,18.58,1.51,6311655101,6302985689,0.14,0.28,27.14,36.66
3148,1316,润贝航科,31.84,0,0,6365,20239404.19,1.38,32.05,31.61,31.95,31.84,0.45,2.34,27.38,2.22,2625526400,866278840,0.09,0,0.25,9.79
5302,603193,润本股份,34.88,-4.52,-1.65,51314,179644152,4.54,36,34.34,35.98,36.53,1.05,4.97,40.57,6.91,14112214792,3604370632,-0.06,-0.26,41.21,49.38
5082,603108,润达医疗,22.21,-2.16,-0.49,350828,786341849,3.88,22.91,22.03,22.7,22.7,0.44,5.81,199.41,3.12,13406850597,13406850597,0,-0.13,12.23,39.42
1955,2923,润都股份,11.37,0.8,0.09,323603,363521461.4,10.37,11.96,10.79,11.47,11.28,2.33,12.54,76.81,3.31,3807736662,2934424551,0.09,0.09,4.41,19.18
2299,301035,润丰股份,55.35,0.58,0.32,13013,71955378.72,2.98,56,54.36,54.8,55.03,1.36,0.46,34.12,2.37,15540673411,15515584916,0.13,-0.16,10.19,13.61
3605,300727,润禾材料,41.79,-0.26,-0.11,59766,245687106.2,4.06,42.1,40.4,41.3,41.9,1.27,5.14,58.3,5.35,5433190615,4855921608,0.05,-0.21,37.51,23.86
396,300339,润和软件,62.88,3.9,2.36,1220417,7797276790,7.49,65.88,61.35,61.9,60.52,2.38,15.69,339.34,14.58,50078313682,48900937621,0,-0.11,0.58,25.68
531,2929,润建股份,62.26,3.23,1.95,210578,1291575907,6.28,62.75,58.96,60.19,60.31,0.76,9.87,45.43,2.83,17546802480,13279770483,0.08,0.21,98.09,85.19
1374,300493,润欣科技,25.08,1.37,0.34,274632,683671802.6,3.6,25.3,24.41,25,24.74,0.87,5.48,259.64,11.98,12855382179,12564905619,-0.08,-0.04,12.67,-10.84
131,300920,润阳科技,20.38,7.32,1.39,58584,117261008,9.85,20.68,18.81,19.18,18.99,4.28,9.11,80.6,1.74,2038000000,1310630158,0.05,0.15,6.65,20.45
4985,300442,润泽科技,64.95,-1.87,-1.24,186909,1214299848,2.51,65.96,64.3,65.9,66.19,0.56,3.37,55.4,11.88,1.1181E+11,35998696368,0,0.02,49.07,25
4065,3010,若羽臣,40.76,-0.59,-0.24,81782,333794553.5,4.59,41.88,40,40.83,41,0.95,6.76,86.9,6.38,6685883425,4928937891,0.15,-0.05,70.47,46.09
5305,603716,塞力医疗,12.79,-4.69,-0.63,430397,559031656,8.05,13.56,12.48,12.99,13.42,0.75,22.54,-32.7,2.5,2442739769,2442739769,0,-0.31,20.32,77.15
1281,603028,赛福天,6.78,1.5,0.1,117234,79142665,6.29,7.07,6.65,6.7,6.68,2.17,4.08,-52.74,2.92,1946131200,1946131200,-0.15,0,-10.79,11.88
4666,601127,赛力斯,127.87,-1.2,-1.55,164141,2106622353,2.55,130.9,127.6,130.56,129.42,0.65,1.09,35.86,14.86,1.93056E+11,1.93056E+11,-0.01,-0.02,-6.38,-4.14
5377,2898,赛隆药业,9.56,-9.98,-1.06,24423,23348388,0,9.56,9.56,9.56,10.62,0.9,2.41,-341.71,3.18,1682560000,968070083,0,0,-19.6,-0.62
3101,601058,赛轮轮胎,15.12,0.07,0.01,179571,271557916,0.99,15.2,15.05,15.18,15.11,0.58,0.55,11.5,2.61,49716075916,49716075916,0.13,0,4.28,5.51
2365,300466,赛摩智能,9.48,0.53,0.05,278301,261840113.4,2.86,9.55,9.28,9.42,9.43,0.56,6.63,-194.38,6.37,5076823528,3981469716,0.32,0.32,0.96,27.25
2148,300485,赛升药业,7.35,0.68,0.05,36655,26831871.44,1.64,7.38,7.26,7.33,7.3,0.76,1.34,-27.04,1.06,3540248040,2012556288,0.14,0.27,-12.19,4.85
2850,603283,赛腾股份,63.5,0.21,0.13,47511,300878131,1.34,63.68,62.83,63.37,63.37,0.77,2.44,20.04,4.4,12694389648,12382604648,0.06,0.09,-14.03,-8.18
240,300583,赛托生物,26.38,5.14,1.29,65543,168323662.2,7.37,26.45,24.6,25.28,25.09,1.77,3.52,255.06,2.58,5004342084,4910608668,1.03,1.5,6.16,34.94
541,300456,赛微电子,18.8,3.18,0.58,269309,508443272.4,6.31,19.28,18.13,18.22,18.22,2.02,4.54,-87.66,2.74,13765606919,11157735666,0,0,-4.91,9.43
3966,301381,赛维时代,23.62,-0.51,-0.12,28676,68007774.3,1.6,23.97,23.59,23.94,23.74,0.76,1.49,36.27,3.91,9450362000,4542102380,0.04,0.08,-11.87,3.78
900,300044,赛为智能,7.65,2.14,0.16,847428,656915218.5,4.41,7.95,7.62,7.62,7.49,0.88,11.1,-249.51,9.46,5843599594,5842866801,0,0,-4.14,27.5
2920,603212,赛伍技术,10.88,0.18,0.02,70342,76837818,2.12,11.07,10.84,10.91,10.86,0.62,1.61,-37.37,1.66,4759898120,4759898120,-0.09,0,-10.75,6.88
2630,2337,赛象科技,5.71,0.35,0.02,141893,80862261.6,1.76,5.76,5.66,5.68,5.69,0.57,2.41,54.59,2.64,3360995933,3357460198,0.18,0.18,-8.79,14.89
3302,300687,赛意信息,30.67,0,0,237354,727905677.9,4.11,31.26,30,30.4,30.67,0.54,7.29,99.66,4.67,12578532799,9979476521,-0.07,-0.03,44.53,68.52
1619,2224,三 力 士,4.58,1.1,0.05,246511,114531706.6,4.19,4.75,4.56,4.65,4.53,1.94,3.06,60.79,1.27,4131692764,3692811608,-0.22,-0.22,-8.76,6.02
1996,600703,三安光电,12.89,0.78,0.1,798649,1025840936,2.89,13.05,12.68,12.84,12.79,1.11,1.6,195.14,1.75,64308451391,64308451391,-0.08,0,-0.69,5.92
3910,1300,三柏硕,12.74,-0.47,-0.06,58676,74947382.87,1.48,12.89,12.7,12.77,12.8,0.73,8.86,112.63,2.94,3105705144,843631168,-0.08,-0.08,-10.47,10.69
5185,2112,三变科技,16.42,-2.84,-0.48,313346,518544707,3.73,16.94,16.31,16.89,16.9,0.69,11.96,41.12,7.07,4303353600,4303353600,-0.12,0,32.63,46.61
5195,301293,三博脑科,53.21,-2.92,-1.6,125966,675120563,3.89,55.14,53.01,54.81,54.81,0.69,7.83,78.62,4.77,10960567578,8563920271,-0.02,0,10.51,22.94
3864,300554,三超新材,22.7,-0.44,-0.1,22402,50978384.48,1.67,22.97,22.59,22.81,22.8,0.7,2.84,-41.68,3.46,2592602798,1789088015,0,-0.09,-12.36,3.65
2480,300066,三川智慧,4.52,0.44,0.02,233947,105665768,2,4.57,4.48,4.48,4.5,0.97,2.33,49.31,1.88,4700950344,4546714773,0,0,-7,14.72
3638,300515,三德科技,17.8,-0.28,-0.05,113660,203679623.6,3.53,18.28,17.65,18,17.85,0.51,6.18,35.19,4.93,3662430100,3271425830,-0.17,0,35.05,49.45
652,600370,三房巷,1.82,2.82,0.05,213958,38974214,3.95,1.85,1.78,1.78,1.77,1.81,0.55,-17.34,1.28,7091653982,7091653982,0.55,0,-23.21,-1.09
467,300276,三丰智能,14.24,3.49,0.48,1209621,1696253636,6.18,14.4,13.55,13.76,13.76,0.9,11.85,808.84,10.32,19950852178,14535763689,0.14,0.21,27.37,58.4
674,601827,三峰环境,8.59,2.75,0.23,91076,77685781,3.47,8.64,8.35,8.4,8.36,2.06,0.54,10.66,1.3,14361907047,14361907047,-0.12,-0.12,-4.45,0.12
4051,2780,三夫户外,11.91,-0.58,-0.07,75973,90913359.5,2.5,12.17,11.87,12.11,11.98,1,5.81,164.4,2.69,1876866958,1556074062,0.08,0,-14.93,-5.85
1175,603938,三孚股份,11.88,1.63,0.19,26507,31285099,1.8,11.9,11.69,11.86,11.69,0.94,0.69,67.47,1.88,4545579024,4545579024,0.08,0.08,-5.04,9.9
2446,2110,三钢闽光,4.25,0.47,0.02,310544,132927108.9,5.67,4.4,4.16,4.23,4.23,0.82,1.28,-5.83,0.54,10323573965,10323573965,0.24,0,13.94,28.01
1958,3037,三和管桩,6.33,0.8,0.05,74133,47012031.2,1.59,6.38,6.28,6.31,6.28,1.04,1.25,136.49,1.38,3792142712,3747832712,0,0,-13.64,-14.11
4323,2050,三花智控,31.31,-0.82,-0.26,862178,2682286164,2.85,31.48,30.58,31.2,31.57,0.8,2.35,38.07,6.34,1.16861E+11,1.14922E+11,-0.03,0.06,24.64,33.18
4583,300408,三环集团,38.63,-1.08,-0.42,108417,418577133.3,2.71,39.48,38.42,39.24,39.05,0.96,0.58,33.74,3.73,74034293442,72230683697,-0.13,-0.03,1.55,0.31
492,2857,三晖电气,15.62,3.38,0.51,47315,73149670.6,3.71,15.73,15.17,15.19,15.11,1.04,3.7,-71.04,4.15,2017640086,1999360000,0.06,0.32,6.91,24.36
3590,601116,三江购物,12.14,-0.25,-0.03,185138,227157095,2.3,12.42,12.14,12.3,12.17,1.17,3.38,41.19,2.09,6648815776,6648815776,-0.16,-0.08,-8.24,11.58
4968,300775,三角防务,24.92,-1.81,-0.46,168872,422081104.9,2.72,25.39,24.7,25,25.38,0.77,3.17,46.14,2.48,13711978931,13259977753,0,0,-2.85,-0.04
3291,601163,三角轮胎,15.42,0,0,40709,62758562,0.91,15.51,15.37,15.46,15.42,0.96,0.51,10.47,0.93,12336000000,12336000000,0,0,-2.03,2.32
364,603737,三棵树,51.11,4.18,2.05,50018,255819853,6.5,51.99,48.8,49.3,49.06,1.33,0.95,49.23,9.72,26935607904,26935607904,0.02,0.04,2.84,19.98
2768,2876,三利谱,27.47,0.26,0.07,37725,103284582.3,1.93,27.66,27.13,27.65,27.4,0.92,2.53,55.34,2.03,4776619082,4091846318,0.07,0.18,-15.22,7.05
184,1282,三联锻造,31.94,5.94,1.79,115602,360783359.9,8.62,32.16,29.56,30,30.15,0.88,20.71,36.9,3.35,5069005760,1783274080,0,0.22,33.92,52.1
4101,300384,三联虹普,20.81,-0.62,-0.13,72680,151479351.1,3.1,21.25,20.6,21,20.94,0.51,3.31,19.1,2.51,6638541185,4571773393,0.05,0.05,13.53,11.76
3743,601360,三六零,11.38,-0.35,-0.04,698676,796577247,1.49,11.5,11.33,11.43,11.42,0.74,1,-103.2,2.61,79654968663,79654968663,0,0.09,-11.58,9.95
4949,300295,三六五网,18.08,-1.74,-0.32,142018,254779413.7,3.91,18.4,17.68,17.85,18.4,0.8,8.48,-304.15,2.83,3428215949,3029279122,0,0.17,-14.31,8.85
3589,603379,三美股份,41,-0.24,-0.1,28451,116655828,1.9,41.48,40.7,41.08,41.1,0.67,0.47,33.47,4.02,25029640517,25029640517,-0.05,-0.05,19.92,6.83
445,632,三木集团,3.75,3.59,0.13,200371,74918309,5.8,3.83,3.62,3.62,3.62,1.57,4.3,-14.36,1.2,1745698388,1745556023,0.27,0.54,-20.21,2.18
3878,300298,三诺生物,24.48,-0.45,-0.11,37610,92028536.66,1.79,24.78,24.34,24.59,24.59,0.54,0.83,40.57,4.52,13813216380,11146863152,0.37,0.29,-8.93,-5.15
4236,2555,三七互娱,16.09,-0.74,-0.12,500230,807901447.9,2.71,16.45,16.01,16.28,16.21,1.03,3.13,14.07,2.83,35594904287,25727383744,0,0.06,-6.56,2.88
1428,2216,三全食品,11.67,1.3,0.15,98504,114739675.1,1.65,11.74,11.55,11.62,11.52,1.81,1.56,19.52,2.39,10260077840,7355090192,0,0,-14.38,-2.75
2146,605168,三人行,31.14,0.68,0.21,35270,109800298,1.81,31.37,30.81,30.95,30.93,1.09,1.67,27.1,2.35,6564840944,6564840944,0,0.03,-20.15,-13.31
3211,301558,三态股份,8.76,0,0,86954,76189578.82,1.37,8.84,8.72,8.8,8.76,0.93,3.96,120.52,5.14,6910336713,1925289024,0.11,0.11,-17.51,0
1398,2159,三特索道,15.88,1.34,0.21,58719,93039485.48,2.74,16.04,15.61,15.8,15.67,1.24,4.24,13.59,2.04,2815545041,2199081917,0.06,0,-11.33,1.73
3791,603033,三维股份,12.86,-0.39,-0.05,41094,52728307,1.94,12.98,12.73,12.91,12.91,1.44,0.41,184.42,3.83,13260763304,13021148891,0.08,0.08,-3.38,1.34
1067,2469,三维化学,7.9,1.8,0.14,242766,191246103,2.19,7.93,7.76,7.76,7.76,1.19,3.86,26.34,1.96,5126014777,4968312457,0,0.13,-9.4,8.22
4874,301159,三维天地,33.92,-1.6,-0.55,21093,71552973,2.06,34.38,33.67,34.3,34.47,0.83,4.97,-17.66,3.56,2623712000,1440713806,0.03,0.06,-11.53,1.65
606,2115,三维通信,9.11,2.94,0.26,2230989,2059402602,12.43,9.74,8.64,8.77,8.85,1.25,29.66,-225.02,3.17,7388131035,6852501297,0,-0.11,-7.51,36.99
1548,2627,三峡旅游,5.19,1.17,0.06,129673,67182504.66,1.17,5.21,5.15,5.15,5.13,1.22,1.81,25.2,1.21,3760681152,3722080859,-0.19,0,-8.79,3.39
3573,600905,三峡能源,4.24,-0.24,-0.01,844624,359247751,0.94,4.28,4.24,4.25,4.25,1,0.3,17.87,1.42,1.21343E+11,1.21212E+11,0,0,-8.42,-2.97
3437,600116,三峡水利,6.82,-0.15,-0.01,104940,71767410,1.17,6.89,6.81,6.88,6.83,1.24,0.55,25.52,1.17,13040814605,13040814605,0,-0.15,-6.06,-1.73
982,600293,三峡新材,3.15,1.94,0.06,283027,89030846,2.91,3.18,3.09,3.09,3.09,1.76,2.44,194.82,2.11,3654456895,3654456895,0,0,-21.25,0
1416,863,三湘印象,3.85,1.32,0.05,422009,162422879,2.63,3.91,3.81,3.81,3.8,1.87,3.63,52.23,1,4545693306,4479919071,-0.26,-0.26,-9.62,-0.77
203,603663,三祥新材,25.93,5.62,1.38,418093,1072070431,9.69,26.5,24.12,25,24.55,1.73,9.89,107.06,8.4,10980373290,10963716118,0,-0.15,51.73,62.57
2201,300453,三鑫医疗,7.79,0.65,0.05,48139,37436786.5,1.16,7.81,7.72,7.79,7.74,1.07,1.35,17.9,3.07,4069476720,2776574774,0,-0.13,-7.81,4.42
3657,603578,三星新材,13.13,-0.3,-0.04,17335,22723028,1.29,13.2,13.03,13.17,13.17,0.94,0.96,63.36,2.15,2368087830,2368087830,0.08,0.08,-6.28,10.8
1564,601567,三星医疗,27.94,1.16,0.32,96140,269699139,3.77,28.57,27.53,27.8,27.62,1.39,0.69,16.29,3.37,39425739236,39199983784,-0.39,-0.5,-13.69,-9.17
2652,300625,三雄极光,12.03,0.33,0.04,22227,26691340.28,1.08,12.08,11.95,12.07,11.99,1.04,1.36,41.08,1.6,3360351930,1962393221,0,0.08,-8.66,3.17
4124,1317,三羊马,31.05,-0.64,-0.2,13011,40546585,2.08,31.6,30.95,31.15,31.25,0.62,3.1,160.55,3.07,2485433175,1303647881,-0.16,-0.16,-3.69,11.81
3655,600031,三一重工,20.43,-0.29,-0.06,1092036,2231435756,1.95,20.59,20.19,20.48,20.49,0.83,1.29,26.68,2.44,1.73144E+11,1.72924E+11,-0.15,-0.24,20.04,23.97
3269,600409,三友化工,5.65,0,0,175895,99461178,1.24,5.69,5.62,5.66,5.65,1.02,0.85,22.16,0.85,11663574381,11663574381,0,0,-6.61,4.63
3043,300932,三友联众,17.82,0.11,0.02,207386,372894222.8,11.12,19,17.02,18.12,17.8,1.64,12.73,59.39,2.35,4074466606,2902035346,0,0,7.87,22.14
4825,600429,三元股份,4.57,-1.51,-0.07,696239,321932014,5.17,4.76,4.52,4.67,4.64,3.53,4.65,49.99,1.35,6896934517,6843837437,0,0,-14.1,3.86
3821,301206,三元生物,26.72,-0.41,-0.11,14177,37967461.12,1.16,26.97,26.66,26.85,26.83,1.11,1.32,50.05,1.21,5406142704,2875371264,0,0.11,-11.2,2.93
5033,300783,三只松鼠,29.36,-1.97,-0.59,281561,830477266.2,4.61,30.39,29.01,30.34,29.95,1.27,10.07,25.88,4.28,11773360000,8208938560,0.03,0.1,-22.16,-20.11
4795,300701,森霸传感,11.53,-1.45,-0.17,180572,207143166.7,2.56,11.66,11.36,11.6,11.7,1.33,7.37,66.33,3.48,3259935922,2823469859,0,-0.17,-5.02,12.49
1860,301056,森赫股份,9.12,0.88,0.08,43532,39692227,3.76,9.33,8.99,9.06,9.04,1.11,1.63,22.93,2.86,2433094403,2433094403,0.22,-0.11,-5,11.49
1919,605500,森林包装,7.26,0.83,0.06,26085,18829960,1.39,7.27,7.17,7.19,7.2,1.1,0.63,16.66,1.19,3008544000,3008544000,-0.14,0,-7.63,4.31
3202,2563,森马服饰,6.88,0,0,213975,149558744.3,4.22,7.15,6.86,6.98,6.88,1.3,0.97,18.41,1.62,18535340301,15194083299,-0.15,0,-6.27,-1.99
1959,2984,森麒麟,25.07,0.8,0.2,126246,316532286.4,1.73,25.23,24.8,24.93,24.87,0.93,1.79,11.28,2.06,25957619445,17674222519,0,-0.12,-1.42,1.66
1773,301429,森泰股份,17.87,0.96,0.17,14643,26081105,2.54,17.92,17.47,17.75,17.7,0.61,3.32,28.89,1.61,2112591400,787015047,0.06,0,-1.65,16.27
263,603098,森特股份,10.5,5,0.5,147139,153138379,6.1,10.62,10.01,10.08,10,2.5,2.73,57.46,2.06,5666849769,5657399769,-0.47,-0.47,-8.77,9.38
2061,301227,森鹰窗业,17.97,0.73,0.13,12664,22561010.36,1.96,17.97,17.62,17.83,17.84,0.91,3.73,-39.57,1.01,1711292085,609810602,0.06,0.11,-9.97,10.93
2455,2358,森源电气,6.46,0.47,0.03,706890,457295995,3.42,6.6,6.38,6.4,6.43,0.74,7.6,34.49,1.83,6006230071,6006141085,-0.31,0,29.46,40.43
3275,300210,森远股份,11.82,0,0,130938,154611265.8,2.28,11.94,11.67,11.82,11.82,0.35,2.71,-112.23,13.74,5723479844,5715648054,0.08,0.08,-7.58,15.43
5080,2075,沙钢股份,6.33,-2.16,-0.14,638163,403777063.1,2.94,6.46,6.27,6.45,6.47,0.76,2.91,98.83,2.17,13886915067,13886892754,0.16,0.32,-18.43,1.12
5183,14,沙河股份,11.3,-2.84,-0.33,99795,113546666.5,3.1,11.63,11.27,11.63,11.63,0.66,4.12,43.76,1.65,2735122331,2735122331,0,0,-16.36,2.82
5271,603168,莎普爱思,7.51,-3.84,-0.3,330632,248599021,3.07,7.69,7.45,7.59,7.81,2.32,10.25,-68.85,1.68,2823196788,2422669667,0,0.4,-11.12,12.09
2158,600815,厦工股份,2.98,0.68,0.02,396503,119151732,3.72,3.06,2.95,2.96,2.96,0.86,2.23,527.88,3.47,5286801550,5286801550,-0.33,0,-9.7,12.45
610,600755,厦门国贸,6.67,2.93,0.19,520935,346167001,5.71,6.83,6.46,6.5,6.48,3.33,2.44,15.23,0.71,14456981865,14221497108,-0.15,-0.15,-0.89,2.93
366,600897,厦门空港,15.5,4.17,0.62,136720,212657820,8.67,16.1,14.81,14.9,14.88,2.84,3.28,13.06,1.47,6462477000,6462477000,0,-0.06,1.37,1.77
4960,600549,厦门钨业,20.47,-1.78,-0.37,237250,488286773,2.21,20.9,20.44,20.83,20.84,0.73,1.67,18.68,2.04,32499767145,29026593055,0,-0.05,-3.35,6.23
574,600057,厦门象屿,6.1,3.04,0.18,442849,269809839,6.08,6.27,5.91,5.93,5.92,3.39,2.02,14.43,1.06,17122671226,13374312226,0,0,-6.01,-6.01
3992,701,厦门信达,5.59,-0.53,-0.03,693910,390892220.1,6.41,5.86,5.5,5.55,5.62,1.3,10.39,-20.27,15.52,3777761723,3733340508,-0.18,0.18,-4.77,22.32
1333,601187,厦门银行,5.77,1.41,0.08,261178,150472322,2.11,5.8,5.68,5.7,5.69,2.11,2.03,5.87,0.48,15227767914,7408945553,0.17,0.17,2.3,2.3
1644,605006,山东玻纤,6.57,1.08,0.07,108767,71673222,2.46,6.66,6.5,6.5,6.5,1.22,1.81,-27.21,1.57,4014003337,3942060523,-0.15,-0.15,-39.5,4.45
3672,601019,山东出版,9.79,-0.31,-0.03,95149,93306277,1.32,9.89,9.76,9.82,9.82,0.99,0.46,15.81,1.4,20430751000,20430751000,-0.2,-0.2,-15.31,-13.74
3285,600022,山东钢铁,1.41,0,0,558890,78914157,1.42,1.42,1.4,1.41,1.41,1.03,0.52,-7.8,0.77,15085377871,15085377871,0,-0.7,-15.57,-2.76
4106,600350,山东高速,9.66,-0.62,-0.06,95841,92766746,1.03,9.75,9.65,9.72,9.72,0.98,0.2,13.97,1.61,46871102702,46871102702,-0.1,0,2.66,-6.03
1154,822,山东海化,5.47,1.67,0.09,209154,114243391,3.35,5.56,5.38,5.38,5.38,2.04,2.34,21.38,0.93,4896152835,4896152835,0,0.18,-17.37,-3.7
2032,2810,山东赫达,13.34,0.76,0.1,44985,59725415.6,1.59,13.38,13.17,13.31,13.24,1.07,1.41,17.59,2.18,4644145632,4268830215,0.15,0.08,-10.23,5.04
1385,603021,山东华鹏,4.49,1.35,0.06,104230,46638520,1.81,4.5,4.42,4.42,4.43,0.71,3.26,-11.08,13.69,1436566834,1436566834,0,0.22,-28.84,4.66
2038,600547,山东黄金,25.52,0.75,0.19,316106,805019103,1.7,25.6,25.17,25.27,25.33,1.22,0.87,41.45,4.71,1.14162E+11,92240594215,-0.04,-0.04,1.96,12.77
4181,2526,山东矿机,4.41,-0.68,-0.03,1123822,493375245.7,2.25,4.45,4.35,4.41,4.44,0.6,6.39,53.82,2.52,7862120817,7750638363,0,0.23,-3.5,24.93
1383,498,山东路桥,5.96,1.36,0.08,140649,83562308.89,1.7,5.99,5.89,5.89,5.88,1.23,0.96,4.79,0.66,9303549397,8689107697,0.17,0.17,-7.88,0.17
4442,2026,山东威达,11.73,-0.93,-0.11,146337,171280691.1,2.53,11.92,11.62,11.88,11.84,0.43,3.42,19.66,1.48,5228100166,5022377198,0,0.09,9.83,19.21
4014,600529,山东药玻,23.96,-0.54,-0.13,103327,248098664,1.04,24.16,23.91,24.1,24.09,0.98,1.56,16.55,2.04,15900194147,15900194147,0,-0.04,-5.97,-7.02
647,2598,山东章鼓,10.9,2.83,0.3,170896,184745698.5,7.45,11.1,10.31,10.65,10.6,1.71,6.06,38.88,2.62,3401174426,3074674747,0,-0.46,0.46,15.34
1304,803,山高环能,5.51,1.47,0.08,148128,80739480.36,2.58,5.52,5.38,5.45,5.43,0.92,3.23,-165.33,1.85,2595145583,2527790863,0,-0.18,-7.55,7.41
1711,300452,山河药辅,11.91,1.02,0.12,32764,38923216.7,2.21,11.99,11.73,11.85,11.79,1.28,1.75,17.11,3.19,2792281182,2224801601,0,0,-10.65,-1.65
4225,2097,山河智能,8.23,-0.72,-0.06,215515,178035088.9,1.93,8.37,8.21,8.32,8.29,0.68,2.01,190.5,1.93,8844100083,8827989858,-0.12,0,1.6,9.73
4794,975,山金国际,17.63,-1.45,-0.26,247870,438923956.4,2.96,18.08,17.55,17.8,17.89,1.05,1,21.25,3.92,48953613532,43847418879,0,0,2.03,14.7
4491,300897,山科智能,27.36,-0.98,-0.27,18518,50498838.26,2.57,27.73,27.02,27.73,27.63,1.01,2.94,32.06,2.76,2749314470,1722099413,0,0.15,1.67,11.81
4318,600546,山煤国际,10.95,-0.82,-0.09,187886,206579555,1.54,11.12,10.95,11.02,11.04,0.68,0.95,7.82,1.31,21707894733,21707894733,-0.09,-0.09,-16.16,-7.44
1074,300844,山水比德,35.33,1.79,0.62,13073,45970451,3.14,35.63,34.54,34.72,34.71,1.07,2.1,82.8,3,2283731200,2203708750,0.08,0,-6.36,12.59
4486,680,山推股份,10.07,-0.98,-0.1,168456,169658533.2,2.65,10.24,9.97,10.22,10.17,0.59,1.29,16.81,2.52,15108297039,13171524554,0,0.1,2.34,4.14
680,600809,山西汾酒,228.93,2.73,6.08,121898,2751092183,4.41,228.93,219.1,227.3,222.85,1.61,1,18.46,9.05,2.79286E+11,2.79286E+11,0.07,0.07,10.32,25.96
1018,755,山西高速,4.84,1.89,0.09,136903,66047304.57,3.37,4.91,4.75,4.78,4.75,2.54,0.93,13.95,1.35,7101781349,7101781349,0.21,0.21,-5.1,-4.35
3971,600740,山西焦化,3.89,-0.51,-0.02,169514,66129197,1.02,3.92,3.88,3.9,3.91,0.71,0.66,29.58,0.65,9966651289,9966651289,-0.26,-0.26,-11.19,-3.47
3627,983,山西焦煤,7.01,-0.28,-0.02,346414,242889257.4,1,7.06,6.99,7.03,7.03,0.78,0.75,10.49,1.08,39796478424,32527896838,-0.14,-0.14,-17.53,-14.93
3694,2500,山西证券,6.15,-0.32,-0.02,258891,159679554.7,0.81,6.2,6.15,6.18,6.17,0.89,0.72,31.07,1.24,22077095014,22077095014,-0.32,-0.16,-9.56,-2.07
1546,600567,山鹰国际,1.73,1.17,0.02,1170681,202166635,2.34,1.74,1.7,1.71,1.71,1.57,2.14,103.61,0.62,9465401874,9465401874,0,0,-25.11,-11.73
