序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4914,1324,长青科技,18.63,-1.69,-0.32,33700,62392048.82,2.69,18.8,18.29,18.8,18.95,0.76,4.13,39.58,2.34,2570940000,1521206568,0,-0.11,-9.83,8.82
2056,300195,长荣股份,6.77,0.74,0.05,172999,116551893.8,2.08,6.79,6.65,6.74,6.72,0.64,5.51,635.78,1.08,2868501508,2125187496,-0.15,-0.15,-3.7,20.25
3385,601577,长沙银行,8.82,-0.11,-0.01,275813,243341154,1.13,8.88,8.78,8.83,8.83,1.57,0.69,4.45,0.45,35470104110,35462429573,0,0,-0.45,-0.79
2550,300718,长盛轴承,95.44,0.4,0.38,240333,2272601994,5.94,97.73,92.08,93.99,95.06,0.87,12.4,126.42,17.64,28515470623,18502402398,0.01,-0.05,358.85,210.98
450,300088,长信科技,6.94,3.58,0.24,1374430,947214280.1,4.63,7,6.69,6.72,6.7,1.98,5.62,43.64,1.99,17045563450,16960687722,0,0.14,-4.67,6.12
3746,300391,长药控股,5.73,-0.35,-0.02,103700,59467095,2.96,5.82,5.65,5.7,5.75,0.58,2.96,-8.32,141.86,2007425922,2007425922,-0.35,-0.17,-20.08,13.69
235,300115,长盈精密,28.9,5.17,1.42,1406605,3974040187,5.6,28.96,27.42,27.98,27.48,1.31,10.41,50.97,4.92,39179920653,39066575663,0.38,0.52,57.24,77.96
1429,600525,长园集团,4.67,1.3,0.06,292685,136814591,3.69,4.77,4.6,4.62,4.61,1.02,2.22,-77.95,1.21,6158703310,6158703310,0,-0.21,-16.76,-4.3
2825,966,长源电力,4.66,0.22,0.01,236389,110342955,1.29,4.7,4.64,4.65,4.65,0.8,0.86,13.4,1.17,16221623175,12811867077,-0.21,0,-7.54,-1.89
305,603950,长源东谷,27.35,4.67,1.22,96797,262559041,6.12,27.66,26.06,26.13,26.13,1.02,2.99,42.87,3.44,8864977380,8864977380,0.07,0.11,54.17,56.11
3482,300315,掌趣科技,5.99,-0.17,-0.01,1873222,1147364590,6.5,6.38,5.99,6.22,6,1.69,7.25,62.36,3.33,16293807806,15472315599,-0.17,-0.17,-10.73,8.91
3945,603533,掌阅科技,20.4,-0.49,-0.1,66892,136870323,2,20.76,20.35,20.7,20.5,0.86,1.52,-182.33,3.59,8953495434,8953495434,-0.05,0,-24.05,0.44
1370,301136,招标股份,12.59,1.37,0.17,64218,81181526,3.46,12.84,12.41,12.42,12.42,0.92,2.33,-1360.38,2.38,3464828684,3464828684,-0.08,-0.08,-10.77,6.33
817,1872,招商港口,19.26,2.34,0.44,99911,193041855.3,2.98,19.56,19,19.05,18.82,2.08,0.57,9.67,0.79,48167813208,33595601544,0,0,-5.36,-5.91
4726,1965,招商公路,12.67,-1.32,-0.17,189947,241722800.2,2.18,12.91,12.63,12.85,12.84,1.19,0.28,15.58,1.34,86413674782,86413674782,-0.16,0,2.43,-9.18
84,1914,招商积余,11.92,9.96,1.08,136561,161143687.4,4.98,11.92,11.38,11.38,10.84,2.05,1.29,15.04,1.21,12639325035,12639285699,0,0,4.84,12.77
3456,601872,招商轮船,6.37,-0.16,-0.01,329684,210316452,0.94,6.41,6.35,6.4,6.38,1,0.4,11.55,1.39,51876046469,51876046469,0,-0.16,-1.7,-0.62
3692,601975,招商南油,3.12,-0.32,-0.01,739077,231353459,1.28,3.15,3.11,3.14,3.13,1.11,1.54,6.79,1.43,14981791182,14981791182,-0.32,0,-4.59,-0.32
1685,1979,招商蛇口,9.7,1.04,0.1,635893,616716267.5,1.67,9.77,9.61,9.62,9.6,1.18,0.76,21.76,0.79,87890110917,80728312575,0.1,0.1,-13.78,-5.27
3616,600036,招商银行,45.04,-0.27,-0.12,654210,2957486225,1.15,45.5,44.98,45.32,45.16,1.09,0.32,7.65,0.93,1.1359E+12,9.29128E+11,-0.18,-0.07,16.08,14.61
4003,600999,招商证券,18.27,-0.54,-0.1,188117,344402848,1.42,18.49,18.23,18.48,18.37,0.79,0.25,15.33,1.22,1.58886E+11,1.356E+11,-0.05,-0.05,-9.38,-4.65
4628,603127,昭衍新药,21.62,-1.14,-0.25,76214,164113559,2.24,21.85,21.36,21.84,21.87,0.71,1.21,-172.85,2.02,16203699961,13631023607,0,-0.14,17.25,30.01
3187,2429,兆驰股份,5.65,0,0,691161,391674204.4,1.59,5.72,5.63,5.69,5.65,0.75,1.53,13.97,1.63,25577214430,25562481552,-0.18,-0.18,6.4,-2.25
122,300695,兆丰股份,87.18,7.63,6.18,61885,490079333.8,16.88,87.78,74.11,76,81,1.97,8.72,50.61,2.43,6183666241,6183666241,-0.14,2.72,77.05,95.47
1073,300913,兆龙互连,53.5,1.79,0.94,65034,347060830.2,3.67,54.19,52.26,52.89,52.56,1.02,3.06,115.91,12.04,13886552876,11355644426,0.02,0.02,43.35,-6.97
5157,300333,兆日科技,14.22,-2.67,-0.39,282099,402893722,2.81,14.56,14.15,14.43,14.61,1.1,8.43,-1114.44,7.57,4777920000,4760572553,0.07,0.07,-18.93,-21.7
1386,3021,兆威机电,149.65,1.35,1.99,96989,1437574619,6.01,152.02,143.15,146,147.66,0.84,4.7,169.38,11.4,35946453775,30857407987,-0.01,0.02,82.26,102.48
4304,2256,兆新股份,2.49,-0.8,-0.02,691310,173833444.4,2.79,2.55,2.48,2.51,2.51,1.2,4.8,-40.93,4.16,4867571077,3586809012,0,0,-16.72,-1.19
3316,301102,兆讯传媒,11.21,0,0,41077,45999956.4,1.69,11.32,11.13,11.28,11.21,0.96,4.05,50.78,1.5,4551260000,1137815000,0,0,-17.69,2.56
4780,603986,兆易创新,128.03,-1.43,-1.86,123718,1589504303,2.01,130.11,127.5,129.28,129.89,0.59,1.87,76.63,5.32,85019498096,84882265555,0,0.04,51.46,19.88
631,301000,肇民科技,36.52,2.87,1.02,121911,440994240.9,4.42,36.75,35.18,36.17,35.5,1.29,5.33,63.17,7.83,8843663114,8346698954,0,-0.08,32.8,43.72
2933,2346,柘中股份,11.84,0.17,0.02,31440,37291206.94,1.52,11.95,11.77,11.87,11.82,0.58,0.8,-26.56,1.95,5228252925,4657855455,-0.08,0.08,16.19,20.08
3932,601921,浙版传媒,8.17,-0.49,-0.04,151599,124052808,0.85,8.23,8.16,8.21,8.21,0.65,0.68,31.41,1.4,18155555562,18155555562,-0.12,-0.12,-3.77,3.68
141,600797,浙大网新,12,7.05,0.79,2947724,3493112001,10.97,12.33,11.1,11.12,11.21,1.75,28.69,-186.48,3.76,12330316440,12330316440,-0.08,-0.17,36.83,67.13
5039,2266,浙富控股,3.42,-2.01,-0.07,563542,193983171.9,3.15,3.52,3.41,3.49,3.49,1.3,1.15,17.26,1.6,17849908195,16747059584,0,-0.29,-2.29,9.62
1558,603338,浙江鼎力,58.6,1.16,0.67,51920,301818423,3.33,58.99,57.06,57.98,57.93,1.19,1.03,15.24,3.01,29671985709,29671985709,-0.32,-0.39,-7.92,-9.18
2993,600120,浙江东方,7.05,0.14,0.01,913677,645914937,1.99,7.16,7.02,7.1,7.04,0.75,2.68,43.17,1.54,24078439519,24078439519,-0.14,-0.14,26.8,51.29
1462,600113,浙江东日,13.7,1.26,0.17,39629,54200332,2.22,13.8,13.5,13.74,13.53,1.36,0.96,42.85,2.4,5772723242,5636606892,0.15,0.15,-8.36,-1.58
1083,301222,浙江恒威,29.2,1.78,0.51,19257,56020446,3.03,29.4,28.53,28.75,28.69,0.77,6.57,22.8,2.09,2958935280,856097280,0.45,-0.03,1.32,14.73
2339,2761,浙江建投,9.15,0.55,0.05,172634,157994883.9,1.32,9.22,9.1,9.12,9.1,1.03,1.6,53.28,1.51,9898313892,9898313892,0,0.11,-13.6,4.21
1446,2061,浙江交科,3.99,1.27,0.05,365316,145296346.7,1.27,4,3.95,3.96,3.94,1.47,1.41,9.27,0.71,10370560221,10370560221,0,0.25,-9.73,-2.21
1849,603048,浙江黎明,19.17,0.89,0.17,64921,124236464,3,19.45,18.88,19,19,0.42,4.42,57.42,2.22,2815689600,2815689600,-0.05,0.1,24.08,29.53
2704,300838,浙江力诺,16.85,0.3,0.05,38443,64612867.25,2.14,16.97,16.61,16.73,16.8,1.17,3.77,73.06,2.31,2324929300,1720319706,-0.06,0,20.36,33.1
4231,600352,浙江龙盛,9.53,-0.73,-0.07,179451,171373802,1.35,9.63,9.5,9.6,9.6,0.9,0.55,17.18,0.91,31004252626,31004252626,-0.21,-0.1,-10.85,-7.39
2585,2677,浙江美大,7.91,0.38,0.03,97199,76120610.23,2.03,7.91,7.75,7.78,7.88,1.33,1.66,35.95,3.1,5110268528,4622372387,0.25,0.38,-5.83,7.77
402,603119,浙江荣泰,36.43,3.88,1.36,249068,908364773,6.76,37.5,35.13,35.2,35.07,1.36,12.22,59.67,7.5,13251126525,7427329566,0.16,-0.08,59.92,62.71
3237,2703,浙江世宝,13.56,0,0,274528,371797109,1.99,13.68,13.41,13.55,13.56,0.92,4.68,74.71,5.85,11154895127,7946811883,0.07,0.15,5.03,19.26
1768,603239,浙江仙通,14.69,0.96,0.14,36912,53997884,1.72,14.72,14.47,14.53,14.55,0.72,1.36,23.09,3.56,3976876800,3976876800,-0.07,-0.07,-0.88,9.22
2762,600032,浙江新能,7.62,0.26,0.02,67004,51042654,0.79,7.65,7.59,7.59,7.6,0.77,0.28,21.35,1.47,18323625969,18323625969,0.13,0,-3.67,2.97
2979,600216,浙江医药,13.99,0.14,0.02,345863,485103348,1.86,14.2,13.94,14.09,13.97,1.23,3.6,11.88,1.3,13453312123,13453252315,0,0.07,-17.32,-11.79
481,2489,浙江永强,3.61,3.44,0.12,771168,277711182.9,4.87,3.68,3.51,3.51,3.49,2.76,4.03,12.05,1.91,7830148890,6906034430,0,0,-3.22,11.42
559,705,浙江震元,8.6,3.12,0.26,466868,406136203.8,11.87,9.17,8.18,8.33,8.34,5.04,16.56,49.46,1.46,2873460260,2424905459,0,0,-3.91,8.72
2733,1238,浙江正特,32.45,0.28,0.09,2994,9699937,3.31,32.98,31.91,32.98,32.36,0.65,0.94,84.66,3.21,3569500000,1037657706,-0.03,-0.06,17.7,20.05
2890,2522,浙江众成,5.14,0.19,0.01,366968,188963381,2.14,5.21,5.1,5.12,5.13,0.69,4.22,78.31,2.07,4655706049,4466360168,0,0.39,10.54,31.46
2352,605080,浙江自然,30.03,0.54,0.16,19797,59650735,3.18,30.65,29.7,29.75,29.87,0.68,1.4,19.58,2.11,4251438391,4251438391,-0.27,0.23,33.23,27.79
1669,300837,浙矿股份,22.08,1.05,0.23,12620,27702452,1.6,22.1,21.75,21.8,21.85,1.05,1.79,18.32,1.62,2208031022,1558465022,-0.05,-0.05,-4.42,9.52
2919,600023,浙能电力,5.57,0.18,0.01,468071,261514139,1.62,5.63,5.54,5.55,5.56,0.81,0.35,8.36,1.04,74686641412,74686641412,0,-0.18,-3.63,-1.59
2659,2758,浙农股份,9.02,0.33,0.03,40823,36871545.75,0.56,9.06,9.01,9.06,8.99,0.93,0.79,21.99,1.04,4703021677,4672033918,0,-0.11,-5.65,3.09
2127,601916,浙商银行,2.91,0.69,0.02,1419662,412649436,1.04,2.92,2.89,2.89,2.89,1.41,0.66,4.64,0.47,79922090652,62694308652,0,0,-3,0
4073,601878,浙商证券,11.69,-0.6,-0.07,466031,545284350,1.11,11.8,11.67,11.8,11.76,0.82,1.02,31.7,1.56,53467682710,53467682710,0.09,0.09,-9.59,-4.1
1986,906,浙商中拓,6.35,0.79,0.05,110862,70266318,1.43,6.37,6.28,6.3,6.3,1.03,1.58,9.32,0.95,4499366662,4457831851,-0.16,-0.16,-14.77,-3.79
4322,600633,浙数文化,14.58,-0.82,-0.12,435879,639180515,3.33,14.97,14.48,14.72,14.7,0.6,3.44,29.21,1.84,18488525802,18488525802,0,0,27.56,39.39
1196,600986,浙文互联,9.55,1.6,0.15,1001936,951319311,4.68,9.76,9.32,9.45,9.4,0.57,6.74,67.58,2.79,14204422292,14204422292,0.63,0.63,37.61,59.7
2770,601599,浙文影业,3.9,0.26,0.01,184580,72121876,1.8,3.94,3.87,3.89,3.89,0.78,1.59,24.87,2.96,4526115567,4526115567,0.26,0,-9.72,8.94
3752,603567,珍宝岛,11.11,-0.36,-0.04,41998,46776302,0.81,11.19,11.1,11.15,11.15,0.87,0.45,19.72,1.35,10456072166,10438295222,0,0,-8.78,-4.22
4941,3041,真爱美家,26.76,-1.73,-0.47,24804,65918029.8,6.5,27.93,26.16,27.23,27.23,1.55,1.81,51.48,2.9,3853440000,3661394184,-0.07,-0.07,10.58,-0.22
3093,301303,真兰仪表,14.26,0.07,0.01,22767,32404764.67,0.91,14.3,14.17,14.23,14.25,0.81,2.23,18.8,1.82,5829488000,1457372000,0,0,-10.37,-6.92
4110,2771,真视通,18.98,-0.63,-0.12,105118,198247007,2.98,19.15,18.58,19.01,19.1,0.67,6.02,-129.47,6.17,3981322618,3312288152,0.05,0.16,-1.81,7.96
3487,3028,振邦智能,45.87,-0.17,-0.08,14026,64203784,2.31,46.16,45.1,45.82,45.95,0.65,2.59,28.7,3.04,5127309794,2479578719,0.04,0.02,17.22,27.95
2591,603301,振德医疗,21.88,0.37,0.08,24329,53178661,1.1,22,21.76,21.99,21.8,0.83,0.91,14.22,1.04,5829952300,5829952300,0,-0.05,-8.49,-0.5
3304,300158,振东制药,4.09,0,0,152604,62324321.16,1.47,4.12,4.06,4.1,4.09,0.8,1.52,76.86,0.8,4111757802,4096920718,0,0,-21.8,-5.32
5068,603067,振华股份,17.71,-2.1,-0.38,143878,255254302,3.48,18.13,17.5,18.08,18.09,0.68,2.83,18.58,2.96,9014811533,9014811533,0.34,0.45,25.07,40.22
4302,733,振华科技,54.51,-0.8,-0.44,222594,1212659853,5.35,55.88,52.94,55.03,54.95,0.8,4.02,35.15,2.09,30207775684,30186233332,-0.04,-0.02,18.01,29.26
1492,600320,振华重工,4.1,1.23,0.05,1058261,433750200,3.46,4.17,4.03,4.09,4.05,1.9,3.19,37.43,1.42,21600249354,13620190410,-0.24,-0.24,-1.91,4.59
5179,603507,振江股份,25.98,-2.81,-0.75,71365,186278269,3.55,26.79,25.84,26.79,26.73,0.9,3.87,21.78,1.92,4788147956,4788147956,0.04,0.04,2.04,8.07
4729,300101,振芯科技,20.93,-1.32,-0.28,287330,606490981,3.3,21.5,20.8,21.35,21.21,0.67,5.08,125.67,6.57,11886266301,11847288676,-0.05,-0.14,-17.53,-3.37
4827,300767,震安科技,10.42,-1.51,-0.16,78796,82718213.75,3.78,10.78,10.38,10.58,10.58,0.52,3.29,-37.98,1.72,2878952512,2497647887,0,0,-11.62,15.52
4388,300953,震裕科技,168.11,-0.87,-1.47,68279,1138317234,4,169.89,163.11,169.58,169.58,0.67,8.09,87.16,5.87,20036122097,14185277638,-0.03,0.02,112.8,141.4
2381,603637,镇海股份,9.84,0.51,0.05,83194,82795667,4.9,10.18,9.7,9.8,9.79,0.97,3.49,31.35,2.38,2348669030,2348669030,0,0,19.13,18.13
2495,603213,镇洋发展,9.38,0.43,0.04,30849,28969898,1.28,9.44,9.32,9.36,9.34,1.21,0.71,20.48,2.26,4078477166,4078477166,0.11,0,-6.48,7.69
2065,301092,争光股份,24.98,0.73,0.18,10023,24943640,1.29,25.02,24.7,24.8,24.8,1.05,2.32,32.47,1.8,3348656030,1078633502,-0.12,0,-4.47,7.07
1667,3033,征和工业,44.43,1.05,0.46,54082,237008127.1,4.53,44.87,42.88,44.04,43.97,0.68,6.71,27.86,2.98,3632152500,3580974738,-0.04,0.29,51.02,65.47
2649,2157,正邦科技,2.91,0.34,0.01,888674,259764970,1.38,2.94,2.9,2.91,2.9,1.22,1.24,67.14,2.31,26917973134,20819699568,0,0,-10.19,-0.34
1524,603976,正川股份,17.83,1.19,0.21,11971,21182064,1.82,17.85,17.53,17.62,17.62,0.97,0.79,38.93,2.25,2695933104,2695933104,0,0,-3.88,10.06
4761,300641,正丹股份,25.74,-1.38,-0.36,199316,514528275.5,1.72,26.1,25.65,26.08,26.1,0.92,3.74,12.47,5.19,13711242968,13703627146,0.04,-0.04,12.16,3.62
4499,300224,正海磁材,14.02,-0.99,-0.14,182717,256168799.6,2.26,14.23,13.91,14.14,14.16,0.5,2.19,46.55,3.11,11744728787,11670609267,0,0,7.1,13.89
507,300653,正海生物,23.61,3.33,0.76,74181,173424867.1,5.91,23.99,22.64,22.99,22.85,2.09,4.12,25.49,4.75,4249800000,4249800000,0.04,-0.04,1.07,10.85
493,605069,正和生态,10.12,3.37,0.33,250379,247945129,9.5,10.44,9.51,9.78,9.79,0.71,29.75,403.74,2.05,2142381513,851712133,0,0,7.55,32.63
2511,702,正虹科技,7.23,0.42,0.03,91266,66204737.34,1.81,7.32,7.19,7.19,7.2,0.68,3.42,-84.51,6.12,2506098374,1927767984,-0.14,0,-16.61,9.05
123,603843,正平股份,3.54,7.6,0.25,519041,180821641,8.51,3.6,3.32,3.32,3.29,4.63,7.42,-21.6,2.78,2476666259,2476666259,-0.28,-0.56,-9,-1.94
392,301119,正强股份,34.04,3.94,1.29,34198,117298814.9,9.53,35.65,32.53,32.89,32.75,2.8,4.11,40.08,3.54,3540160000,2830579180,0,-0.03,7.55,10.13
4615,601877,正泰电器,24.87,-1.11,-0.28,177684,445166669,2.35,25.43,24.84,25.15,25.15,0.62,0.83,11.46,1.28,53444858433,53444858433,0,0,7.94,6.24
3472,300410,正业科技,5.88,-0.17,-0.01,84794,50028973.81,1.53,5.95,5.86,5.89,5.89,0.78,2.31,-14.19,6.64,2158635006,2157473889,-0.17,-0.17,-17.18,9.29
1628,603089,正裕工业,11.12,1.09,0.12,48496,53612256,2.91,11.18,10.86,11.1,11,0.63,2.17,39.92,2.08,2487899128,2487899128,0,0,12.44,23.97
4773,300645,正元智慧,16.77,-1.41,-0.24,55741,93814581,2.88,17.17,16.68,17.12,17.01,0.95,3.92,178.03,2.32,2382785222,2382470784,0,0.18,-4.99,14.16
4716,601717,郑煤机,15.26,-1.29,-0.2,406550,625003110,2.98,15.64,15.18,15.5,15.46,0.75,2.64,6.68,1.24,27245202932,23533449040,0,0.13,15.61,17.57
4461,2811,郑中设计,10.48,-0.95,-0.1,71244,75173867.12,1.98,10.67,10.46,10.58,10.58,0.61,2.86,22.64,2.34,2868139886,2607677773,0,0.1,5.33,22.29
4798,600121,郑州煤电,4.08,-1.45,-0.06,398217,163129274,1.93,4.14,4.06,4.14,4.14,0.65,3.27,286.55,3.01,4971121115,4971121115,-0.24,-0.24,-15,-5.77
2384,2936,郑州银行,1.98,0.51,0.01,915134,181220228.9,1.52,1.99,1.96,1.97,1.97,1.29,1.37,9.65,0.33,18002340889,13267221167,0,-0.5,-15.38,-5.71
300,3007,直真科技,36.54,4.7,1.64,127682,454707505.9,13.87,38.39,33.55,34.81,34.9,1.81,17.28,-70,4.64,3800160000,2700098124,0.03,-0.33,14.44,19.76
3450,300785,值得买,36.68,-0.16,-0.06,54310,201083804.4,3.21,37.72,36.54,37.25,36.74,0.7,4.44,1437.88,3.98,7294010313,4484645831,0,0.05,-8.73,9.49
2512,300803,指南针,64.31,0.42,0.27,237313,1506251404,3.62,64.7,62.38,63.49,64.04,1.67,4.02,369.24,17.13,38473830820,37990453579,0.03,0.23,-11.03,-2.81
3089,603690,至纯科技,25.31,0.08,0.02,51575,130486730,1.03,25.4,25.14,25.28,25.29,0.6,1.35,37.76,1.94,9710046092,9692825168,0,0.08,-6.64,0.8
717,603991,至正股份,61.77,2.59,1.56,33802,209356929,4.95,62.98,60,60.33,60.21,1.02,4.54,-229.06,19.08,4604026826,4604026826,0.03,0.1,2.9,18.33
325,603801,志邦家居,13.07,4.48,0.56,145951,187114161,4,13.1,12.6,12.66,12.51,2.45,3.36,16.08,1.73,5705130976,5676953742,0,0,-14.01,2.03
1535,300986,志特新材,21.4,1.18,0.25,249385,534963807.1,8.23,22.5,20.76,21.54,21.15,0.99,9.64,70.07,3.67,5543190148,5536871070,0.38,0.09,54.62,76.28
2967,301376,致欧科技,20.09,0.15,0.03,17136,34275852,1.15,20.13,19.9,20.11,20.06,1.1,0.89,21.8,2.55,8066135000,3873139026,0.15,0.1,-8.47,5.07
1473,301486,致尚科技,67.28,1.25,0.83,84644,563279585.2,4.29,67.93,65.08,66.85,66.45,0.93,10.73,108.75,3.49,8657657344,5308732100,0,0,40.23,40.61
1987,300985,致远新能,17.97,0.79,0.14,22540,40456906.25,1.46,18.09,17.83,17.85,17.83,0.69,1.21,53.08,2.77,3351629266,3351629266,0,0,-11.78,-2.39
4097,301503,智迪科技,46.3,-0.62,-0.29,13912,64250848,2.49,46.99,45.83,46.96,46.59,0.4,4.28,40.9,3.64,3704000000,1503824000,0,0.19,27.97,34.91
484,300686,智动力,9.65,3.43,0.32,170477,163475859.2,6.65,9.84,9.22,9.35,9.33,2.97,8.8,-23.42,2.26,2515023723,1868923867,0,0.21,-10.15,10.54
2826,676,智度股份,8.94,0.22,0.02,321306,289067840.4,1.91,9.08,8.91,8.98,8.92,1.02,2.54,54.64,2.87,11311685582,11298237837,0,0.11,-15.5,5.67
3402,300122,智飞生物,25.54,-0.12,-0.03,218638,558375816.9,1.76,25.78,25.33,25.49,25.57,1.31,1.55,21.32,1.94,61137390138,36121430406,0,0.04,-14.3,-2.89
2696,2169,智光电气,6.43,0.31,0.02,173759,112160173.7,2.18,6.54,6.4,6.42,6.41,0.84,2.29,-26.75,1.74,5032787324,4878273608,0,0,-7.75,4.55
1936,816,智慧农业,3.67,0.82,0.03,645787,237882367.4,2.47,3.74,3.65,3.67,3.64,0.72,4.5,127.63,2.47,5310538877,5272006094,0,0,0.27,21.52
3084,300771,智莱科技,11.85,0.08,0.01,64719,76580642,2.28,11.98,11.71,11.8,11.84,1.03,3.57,64.49,1.48,2844000000,2147209785,0.08,0,-4.36,12.64
32,301312,智立方,51.46,10.5,4.89,90606,458862747.9,16.64,54,46.25,46.62,46.57,6.03,35.1,75.81,3.82,4487079915,1328561654,0.02,-0.17,-0.58,5.88
903,2877,智能自控,9.11,2.13,0.19,100425,90590327,3.7,9.15,8.82,8.92,8.92,1.31,4.21,71.78,2.8,3223780762,2173133180,-0.33,-0.33,-17.85,9.89
112,1339,智微智能,63.98,8.15,4.82,233747,1450388449,12.34,65.08,57.78,59.16,59.16,1.36,31.97,146.18,7.89,16021742680,4678173454,-0.03,0.03,58.21,74.86
4606,301512,智信精密,45.27,-1.11,-0.51,11787,53301387,3.21,46.23,44.76,46.17,45.78,1.02,4.75,-55.04,2.46,2414403018,1123302618,-0.13,0.15,-4.61,16.68
2259,931,中 关 村,4.96,0.61,0.03,78495,38870478.52,1.62,4.98,4.9,4.93,4.93,0.94,1.05,54.26,2.35,3735509831,3701112231,0,0.2,-11.74,4.2
3199,600654,中安科,3.6,0,0,566772,204935043,2.5,3.66,3.57,3.6,3.6,0.59,2.46,726.89,6.32,10360045656,8279136850,0.28,0.28,-12.62,11.46
4998,759,中百集团,9.31,-1.9,-0.18,1420459,1340919356,3.69,9.65,9.3,9.59,9.49,1.1,21.66,-14.11,3.19,6237436471,6104623093,0,0,28.95,-28.82
790,603220,中贝通信,30.92,2.42,0.73,615758,1869131180,9.87,31.98,29,29,30.19,0.95,14.19,69.66,6.87,13418609716,13418609716,0,0,35.97,34.61
3880,519,中兵红箭,17.52,-0.45,-0.08,419314,736606885.3,1.99,17.76,17.41,17.68,17.6,0.48,3.01,-303.94,2.36,24397633365,24397633365,0.06,0.06,9.84,21.25
3061,600970,中材国际,9.81,0.1,0.01,285898,281413526,1.33,9.93,9.8,9.87,9.8,0.98,1.28,9.44,1.28,25918233544,21916996648,0,-0.1,-5.49,3.48
1243,603126,中材节能,7.21,1.55,0.11,330740,238984096,3.66,7.3,7.04,7.09,7.1,1.61,5.42,122.63,2.12,4401705000,4401705000,0.14,0,11.78,-14.17
1574,2080,中材科技,14.89,1.15,0.17,228514,340626012.4,2.38,15.03,14.68,14.69,14.72,1.13,1.36,30.8,1.37,24987260166,24987260166,-0.07,-0.07,11.95,13.84
510,2471,中超控股,2.8,3.32,0.09,566635,160516055.9,7.38,2.92,2.72,2.72,2.71,2.27,4.34,-421.64,2.29,3833200000,3653990936,-0.36,-0.71,-11.95,2.56
2786,300933,中辰股份,8.05,0.25,0.02,254981,205521735,1.87,8.13,7.98,8.06,8.03,0.84,5.47,58.99,2.4,3751794206,3751794206,0,0,9.23,-3.71
611,151,中成股份,15.16,2.92,0.43,115848,176783197.3,5.5,15.59,14.78,14.88,14.73,1.15,3.76,-26.85,9.59,5114540236,4668289976,0,-0.07,-13.27,7.44
985,2778,中晟高科,19.97,1.94,0.38,33881,67053838.26,3.47,20.15,19.47,19.62,19.59,0.9,2.74,-52.39,6.43,2491323401,2464922861,0.05,0,8.41,14.38
1455,603903,中持股份,7.19,1.27,0.09,44865,32133307,2.11,7.22,7.07,7.1,7.1,1.01,1.76,-595.25,1.13,1835747061,1835747061,-0.14,-0.14,-11.45,11.82
5187,2891,中宠股份,41.9,-2.85,-1.23,66657,281740974.8,4.38,43.49,41.6,43,43.13,0.97,2.27,32.78,5.13,12323425330,12323422187,0,-0.36,27.16,17.37
2937,600787,中储股份,6,0.17,0.01,225365,135484154,1.67,6.07,5.97,6,5.99,0.96,1.04,25.44,0.95,13049715480,13020477492,0,0,-24.62,-5.96
4271,600685,中船防务,24.13,-0.78,-0.19,175620,431010082,3.66,24.99,24.1,24.58,24.32,1.1,2.14,136.61,1.84,34107908901,19821230918,0,-0.17,-2.98,1.81
4488,300847,中船汉光,18.17,-0.98,-0.18,110418,203258704.1,3.11,18.72,18.15,18.25,18.35,1.35,3.73,42.41,3.89,5378501700,5378501700,-0.11,0,-1.73,6.01
3883,600072,中船科技,13.39,-0.45,-0.06,584186,804399770,5.72,14.15,13.38,13.67,13.45,1.63,5.39,-214.33,1.88,20172325938,14505886661,0,-0.15,-2.41,-4.7
4975,300527,中船应急,8.59,-1.83,-0.16,455020,399584474.7,4.69,9,8.59,8.75,8.75,0.96,4.61,1260.2,3.24,8476803514,8476803514,-0.12,-0.23,-6.32,6.44
323,300056,中创环保,16.25,4.5,0.7,291773,475589215.2,7.72,17,15.8,16.43,15.55,1.82,7.57,-428.07,21.53,6264219699,6259410511,-0.12,-0.12,2.98,22.36
1561,603967,中创物流,10.47,1.16,0.12,51569,53964949,1.35,10.53,10.39,10.39,10.35,1.66,1.49,13.58,1.58,3629600454,3629600454,0.1,0.29,-2.15,6.73
3033,3031,中瓷电子,48.4,0.12,0.06,20242,97831852.7,1.78,48.72,47.86,48.48,48.34,0.71,0.6,44.35,3.72,21830958376,16463584086,-0.12,-0.1,-11.95,-7.62
3777,300635,中达安,10.91,-0.37,-0.04,65320,71024566,1.74,10.97,10.78,10.85,10.95,0.66,5.45,511.25,3.33,1528861940,1306663774,0,0,-12.16,11.44
62,2896,中大力德,108.46,10,9.86,257951,2644229429,14.67,108.46,94,96.8,98.6,1.48,17.06,215.97,14.15,16396037571,16396037571,0,0,183.93,182.37
3336,603988,中电电机,21.74,-0.05,-0.01,80578,177137235,3.59,22.4,21.62,21.75,21.75,0.79,3.43,-281.57,7.77,5113248000,5113248000,-0.14,-0.14,-6.86,-11.01
226,1287,中电港,21.82,5.26,1.09,340142,737245528.9,6.17,21.99,20.71,20.8,20.73,3.79,7.78,83.55,3.25,16581020117,9543947946,0,0.09,-5.83,7.43
696,300172,中电环保,5.38,2.67,0.14,526628,281227913.6,3.44,5.44,5.26,5.28,5.24,3.04,10.06,32.3,1.92,3640699800,2816496642,0.19,0.19,-9.27,6.53
